word,rank,frequency
want,140,4497
should,141,4458
Sabbatum,142,4430
their,143,4428
4,144,4383
So,145,4350
than,146,4333
game,147,4317
them,148,4308
really,149,4302
take,150,4297
too,151,4199
My,152,4134
time,153,4122
go,154,4117
Just,155,4098
even,156,4082
before,157,4062
;,158,4044
He,159,4027
ca,160,4020
because,161,3961
into,162,3888
Night,163,3887
better,164,3858
was,165,3846
again,166,3815
What,167,3786
its,168,3774
need,169,3773
And,170,3768
right,171,3762
well,172,3739
concert,173,3730
cause,174,3711
5,175,3688
Sun,176,3671
against,177,3642
dark,178,3621
5th,179,3612
$,180,3606
've,181,3576
Th,182,3559
*,183,3540
come,184,3538
u,185,3512
much,186,3511
A,187,3489
New,188,3486
could,189,3486
ever,190,3456
Tuesday,191,3408
July,192,3356
Happy,193,3355
nighttime,194,3343
Nox,195,3332
10,196,3326
since,197,3294
I\u2019m,198,3288
In,199,3285
experience,200,3279
Big,201,3276
same,202,3264
Lord's_Day,203,3235
Day,204,3212
require,205,3196
desire,206,3196
going,207,3184
Dominicus,208,3179
Sox,209,3150
lol,210,3132
On,211,3126
are,212,3053
show,213,3008
RT,214,3006
But,215,3000
sure,216,2982
why,217,2970
take_in,218,2957
never,219,2952
hold,220,2941
weekend,221,2912
give,222,2895
think,223,2874
Kendrick,224,2863
ready,225,2762
plot,226,2743
season,227,2740
look,228,2697
can,229,2691
two,230,2685
secret_plan,231,2684
let,232,2679
That,233,2670
Tues,234,2640
6th,235,2616
until,236,2604
October,237,2601
biz,238,2588
most,239,2520
own,240,2511
via,241,2496
big,242,2466
Oct,243,2464
Chris,244,2460
November,245,2448
any,246,2448
Nov,247,2416
bad,248,2400
very,249,2370
other,250,2369
birthday,251,2362
7th,252,2358
every,253,2352
know,254,2351
watch,255,2344
free,256,2340
might,257,2335
where,258,2334
8th,259,2322
William_Ashley_Sunday,260,2321
Billy_Sunday,261,2307
through,262,2298
David,263,2297
happy,264,2292
suffer,265,2281
Good,266,2280
Wednesday,267,2277
No,268,2259
also,269,2256
work,270,2245
They,271,2238
receive,272,2226
stimulate,273,2221
6,274,2214
make_out,275,2206
already,276,2202
album,277,2189
which,278,2178
bear,279,2162
Obama,280,2148
Justin,281,2136
old,282,2131
set,283,2125
wait,284,2113
team,285,2106
everyone,286,2100
August,287,2099
little,288,2091
love,289,2087
May,290,2079
Who,291,2056
sustain,292,2039
January,293,2031
Kanye,294,2028
How,295,2022
induce,296,2016
Christian,297,2005
'd,298,1986
All,299,1986
always,300,1985
When,301,1980
Jason,302,1974
yet,303,1968
daylight,304,1968
single,305,1958
another,306,1956
time_of_year,307,1956
>,308,1956
7,309,1954
thanks,310,1951
Aug,311,1945
September,312,1945
Milan,313,1942
daytime,314,1937
anyone,315,1932
24-hour_interval,316,1932
long,317,1926
Why,318,1926
<,319,1920
9th,320,1914
solar_day,321,1911
throw,322,1910
real,323,1908
Not,324,1908
mean_solar_day,325,1907
say,326,1906
picture,327,1896
though,328,1896
clip,329,1881
Clarence_Day,330,1878
play,331,1877
twenty-four_hour_period,332,1867
run,333,1864
10th,334,1848
For,335,1842
sidereal_day,336,1840
wan,337,1839
Clarence_Shepard_Day_Jr,338,1837
around,339,1836
im,340,1830
twenty-four_hours,341,1827
Thor,342,1827
away,343,1824
Nicki,344,1818
--,345,1818
start,346,1814
meter,347,1810
has,348,1804
win,349,1798
something,350,1794
clock_time,351,1788
metre,352,1773
top,353,1767
sentence,354,1761
prison_term,355,1755
Kane,356,1752
display,357,1748
act,358,1747
Rousey,359,1746
Sept,360,1745
Eid,361,1734
sun,362,1730
lead,363,1727
pass,364,1727
8,365,1719
Jan,366,1719
fourth_dimension,367,1715
accept,368,1711
Rollins,369,1710
Sharknado,370,1698
catch,371,1698
consume,372,1697
Foo,373,1686
hope,374,1685
while,375,1678
both,376,1674
fare,377,1673
Wed,378,1672
natal_day,379,1671
appearance,380,1670
Niall,381,1668
Dustin,382,1668
many,383,1668
thing,384,1658
actually,385,1656
squad,386,1653
deliver,387,1644
learn,388,1643
One,389,1643
PS4,390,1638
during,391,1638
wish,392,1638
check,393,1625
read,394,1625
feature,395,1618
perform,396,1616
find,397,1612
serve,398,1611
get_along,399,1606
Now,400,1602
ingest,401,1588
open,402,1587
forward,403,1584
Cena,404,1578
year,405,1575
those,406,1572
it\u2019s,407,1572
Brock,408,1566
%,409,1566
Midweek,410,1557
class,411,1555
Yakub,412,1554
Zayn,413,1554
please,414,1552
birth,415,1539
practice,416,1539
early,417,1536
possess,418,1528
subject,419,1528
national,420,1523
Michael,421,1520
meet,422,1519
true,423,1518
Sheeran,424,1518
12,425,1518
Dunne,426,1512
Did,427,1496
Lesnar,428,1494
Bryant,429,1494
have_got,430,1492
matter,431,1490
answer,432,1489
Gucci,433,1488
few,434,1486
execute,435,1485
give_birth,436,1478
Gifford,437,1470
2015,438,1470
place,439,1468
record_album,440,1465
excited,441,1464
end,442,1463
reckon,443,1449
Naruto,444,1446
Milano,445,1441
14th,446,1440
hear,447,1436
June,448,1434
To,449,1428
consider,450,1424
dead,451,1423
|,452,1422
Ant-Man,453,1422
Sep,454,1420
suppose,455,1417
care,456,1411
December,457,1401
final,458,1394
super,459,1392
St._David,460,1386
Hot,461,1386
prince,462,1382
break,463,1381
[,464,1380
Charlie,465,1380
tweet,466,1379
state,467,1376
party,468,1376
fact,469,1375
way,470,1373
She,471,1368
9,472,1359
wo,473,1356
2012,474,1356
There,475,1350
football,476,1345
probably,477,1344
w/,478,1332
soon,479,1332
black,480,1332
miss,481,1328
15,482,1326
yesterday,483,1315
pretty,484,1314
Kim,485,1314
Jacques_Louis_David,486,1310
these,487,1308
order,488,1306
ticket,489,1297
Dunkin,490,1296
second,491,1292
Here,492,1291
Aldean,493,1290
must,494,1288
determine,495,1286
],496,1284
terminate,497,1279
bring,498,1279
exercise,499,1276
vs,500,1276
tell,501,1273
Kasich,502,1272
view,503,1267
half,504,1262
between,505,1260
find_out,506,1256
Donald,507,1248
got,508,1248
Dec,509,1244
dress,510,1240
Live,511,1239
late,512,1236
week,513,1231
Chelsea,514,1218
Rahul,515,1218
become,516,1217
As,517,1216
manage,518,1213
Saint_David,519,1213
far,520,1212
whole,521,1211
affair,522,1207
Harry,523,1201
At,524,1201
people,525,1195
Last,526,1194
vs.,527,1192
Fiorina,528,1188
Carly,529,1188
arrange,530,1184
Bieber,531,1182
20,532,1182
tag,533,1181
special,534,1179
Real,535,1173
finish,536,1173
Haram,537,1170
11,538,1170
expect,539,1169
11th,540,1164
With,541,1164
coif,542,1163
due,543,1160
Mayweather,544,1158
WWE,545,1158
Boko,546,1158
observe,547,1155
NFL,548,1152
Caitlyn,549,1152
full,550,1150
trust,551,1148
30,552,1146
Hebdo,553,1146
Lamar,554,1146
turn,555,1144
without,556,1140
mean,557,1140
Joe,558,1140
least,559,1136
behave,560,1135
Seth,561,1130
suffice,562,1129
home,563,1128
16,564,1127
behind,565,1120
grade,566,1119
under,567,1116
Floyd,568,1116
Hey,569,1116
deal,570,1113
vote,571,1111
THE,572,1110
finally,573,1110
awesome,574,1110
13th,575,1110
wrong,576,1110
ace,577,1108
practise,578,1105
face,579,1105
money,580,1103
coiffe,581,1100
20th,582,1099
Gaga,583,1092
world,584,1092
encounter,585,1088
football_game,586,1086
/,587,1085
nice,588,1085
else,589,1080
Muslim,590,1079
yoga,591,1079
yr,592,1074
just_the_ticket,593,1069
12th,594,1068
Anyone,595,1062
close,596,1062
April,597,1060
fire,598,1059
ascertain,599,1058
16th,600,1056
enough,601,1051
beach,602,1050
Like,603,1050
hot,604,1050
gay,605,1049
slate,606,1044
available,607,1044
18th,608,1044
hard,609,1044
Thank,610,1043
update,611,1040
Google,612,1040
sound,613,1040
fall,614,1040
Allah,615,1039
After,616,1038
25th,617,1037
coiffure,618,1036
Shawn,619,1033
ask,620,1033
Tony,621,1032
C'mon,622,1032
n,623,1031
been,624,1027
company,625,1026
believe,626,1021
bc,627,1020
yes,628,1015
Of,629,1014
till,630,1014
U2,631,1014
February,632,1011
drive,633,1009
beat,634,1007
ta,635,1007
listen,636,1005
ocean,637,1003
morning,638,1002
Crataegus_oxycantha,639,1001
video,640,999
17th,641,995
fun,642,994
move,643,993
15th,644,990
Oh,645,986
twelvemonth,646,986
25,647,984
myself,648,984
Still,649,984
I\u2019ll,650,984
shit,651,983
pose,652,983
Moslem,653,982
number,654,978
iPhone,655,972
Moto,656,972
maybe,657,972
did,658,972
stop,659,970
Tomorrow,660,969
call,661,968
someone,662,968
arrive,663,968
movie,664,967
don\u2019t,665,966
fuck,666,965
sat,667,964
feel,668,961
Well,669,959
together,670,954
await,671,954
United,672,954
+,673,954
Set,674,952
sad,675,942
everything,676,942
haha,677,942
form,678,939
remember,679,937
able,680,936
put_up,681,933
favorite,682,931
Got,683,930
Red,684,927
enjoin,685,927
acquire,686,927
whitethorn,687,926
Katy,688,924
film,689,923
had,690,916
Crataegus_laevigata,691,915
buy,692,913
league,693,910
man,694,909
sunshine,695,908
family,696,907
Im,697,906
iPad,698,906
boy,699,903
interested,700,903
school,701,901
Zac,702,900
superintendent,703,897
English_hawthorn,704,897
drop,705,896
Josh,706,894
Netflix,707,894
worst,708,894
Feb,709,892
Paul,710,891
bet,711,889
guess,712,888
Oliseh,713,888
chance,714,886
hour,715,886
19th,716,882
Our,717,882
bed,718,880
hit,719,880
attend,720,877
Ryan,721,876
Also,722,876
along,723,876
music,724,876
seem,725,875
amazing,726,875
shirt,727,875
fit,728,873
sunlight,729,870
24,730,870
21st,731,870
pick,732,869
frank,733,868
function,734,868
visit,735,868
13,736,867
go_for,737,866
issue,738,865
\u002c,739,864
BBC,740,864
TV,741,863
force_out,742,859
Curtis,743,859
17,744,858
instead,745,858
Apr,746,856
almost,747,852
Amy,748,852
endure,749,851
sack,750,850
unity,751,850
parade,752,849
30th,753,846
anything,754,846
try,755,843
college,756,843
14,757,842
George,758,840
person,759,839
political_party,760,836
Valentine,761,836
Amazon,762,836
Then,763,834
part,764,833
front,765,832
gen,766,830
discover,767,829
appear,768,826
John,769,823
displace,770,823
calendar_week,771,822
son,772,822
election,773,822
Tory,774,821
war,775,821
Jenner,776,820
Sarah,777,819
pic,778,819
girl,779,817
Briana,780,817
Jurassic,781,816
mind,782,816
match,783,816
lot,784,813
talk,785,813
conceive,786,812
point,787,810
call_for,788,809
straight,789,809
Madrid,790,807
demand,791,807
Best,792,807
amendment,793,805
exit,794,804
Kardashian,795,804
die,796,804
draw,797,804
name,798,803
gain,799,802
keep,800,801
cool,801,800
bang,802,799
send_away,803,799
project,804,798
dismiss,805,797
said,806,796
surface-to-air_missile,807,795
Cameron,808,792
apple,809,787
Beyonce,810,787
Janet,811,786
once,812,786
dont,813,786
Some,814,786
minute,815,785
total,816,785
SAM,817,785
conference,818,784
depart,819,783
workweek,820,782
hate,821,781
hold_back,822,781
Please,823,781
can\u2019t,824,780
ago,825,780
date,826,776
host,827,775
=,828,774
ahead,829,774
100,830,773
allege,831,773
song,832,772
figure,833,771
study,834,770
extend,835,769
c'mon,836,769
later,837,768
Xbox,838,768
US,839,767
articulate,840,767
It\u2019s,841,762
clear,842,762
19,843,756
hebdomad,844,756
oh,845,755
necessitate,846,754
pronounce,847,754
style,848,754
give_the_sack,849,751
take_care,850,751
tin,851,750
give_the_axe,852,750
involve,853,749
understand,854,748
enunciate,855,748
enounce,856,748
call_up,857,746
Your,858,745
mass,859,745
ur,860,744
San,861,744
anniversary,862,744
Jeb,863,744
Iran,864,744
month,865,741
high,866,741
sea,867,740
v,868,739
champion,869,736
fan,870,735
intend,871,734
Biden,872,732
Kerry,873,732
soul,874,730
orchard_apple_tree,875,727
proceed,876,727
bird_of_Jove,877,726
Its,878,726
50,879,725
somebody,880,725
retrieve,881,722
case,882,721
yeah,883,720
greatest,884,720
sound_out,885,720
fight,886,719
score,887,718
delight,888,718
state_of_war,889,717
recall,890,717
Malus_pumila,891,717
fail,892,716
Saudi,893,716
theme,894,716
iPod,895,716
aver,896,715
22,897,715
Tom,898,714
Messi,899,714
Sony,900,714
house,901,713
travel,902,713
give_notice,903,711
room,904,709
warfare,905,708
head,906,708
Frank,907,708
postulate,908,708
Barca,909,708
realize,910,708
red,911,706
perfect,912,705
hold_out,913,703
individual,914,703
hold_up,915,703
Bernie,916,702
batman,917,700
eagle,918,699
position,919,698
Ted_Shawn,920,698
18,921,696
23,922,696
major,923,696
proud,924,696
give_way,925,691
such,926,690
23rd,927,690
come_up,928,690
Nokia,929,690
coming,930,690
bless,931,689
guy,932,687
imagine,933,687
decease,934,687
line,935,685
days,936,685
result,937,685
Jindal,938,684
McGregor,939,684
Eric,940,684
Serena,941,684
24th,942,684
block,943,684
watching,944,683
years,945,683
does,946,683
ride,947,681
March,948,679
present,949,679
fix,950,678
Federer,951,678
From,952,678
Lol,953,678
Lexus,954,678
three,955,676
mark,956,675
level,957,675
city,958,674
seat,959,672
welcome,960,672
beautiful,961,672
Schumer,962,672
street,963,672
Dallas,964,670
episode,965,668
American,966,667
one-half,967,666
Juventus,968,666
pick_up,969,666
Merkel,970,666
take_heed,971,664
past,972,664
course,973,664
fete,974,663
survive,975,663
walk,976,663
news,977,662
bit,978,661
More,979,661
operate,980,660
Only,981,660
Randy,982,660
account,983,659
bobby,984,658
support,985,658
help,986,658
York,987,657
event,988,656
go_away,989,656
television,990,655
Beckham,991,654
Orton,992,654
International,993,654
Tsipras,994,654
occur,995,653
realise,996,653
produce,997,653
watch_over,998,653
get_going,999,652
euphony,1000,651
mortal,1001,651
am,1002,650
white,1003,648
SCOTUS,1004,648
Kurt,1005,648
Yes,1006,647
calendar_month,1007,644
Even,1008,644
live_on,1009,643
Zlatan,1010,642
either,1011,642
valentine,1012,642
Miley,1013,642
Next,1014,642
Palin,1015,642
literally,1016,642
metropolis,1017,640
strain,1018,640
conk_out,1019,639
hail,1020,639
friday,1021,639
Nike,1022,639
locomote,1023,639
Or,1024,637
record,1025,636
til,1026,636
AC/DC,1027,636
conk,1028,632
post,1029,632
fair,1030,632
assure,1031,631
Nintendo,1032,630
Dogg,1033,630
Conor,1034,630
Erdogan,1035,630
different,1036,630
Gov,1037,630
call_back,1038,629
arrest,1039,629
life,1040,629
screw,1041,628
Islam,1042,627
roll_in_the_hay,1043,627
baby,1044,626
lose,1045,625
Grateful,1046,624
St.,1047,624
Minecraft,1048,624
contract,1049,623
60_minutes,1050,623
advance,1051,622
extra,1052,621
funny,1053,620
drop_dead,1054,620
telecasting,1055,619
croak,1056,619
Hannibal,1057,619
UKIP,1058,618
definitely,1059,618
biggest,1060,618
medicine,1061,617
forget,1062,617
thank,1063,615
set_out,1064,613
purchase,1065,613
Monsanto,1066,612
Maybe,1067,612
Yeah,1068,612
pass_away,1069,612
luck,1070,612
AND,1071,612
Michelle,1072,612
descend,1073,611
establish,1074,609
story,1075,609
amount,1076,608
British,1077,608
land,1078,608
less,1079,607
Arabia,1080,607
21,1081,606
Seinfeld,1082,606
get_word,1083,606
each,1084,606
TGIF,1085,606
get_down,1086,605
look_out,1087,604
near,1088,604
choke,1089,602
USA,1090,602
Angela,1091,600
huge,1092,600
Would,1093,600
profits,1094,600
West,1095,600
Ric,1096,600
round,1097,599
McCartney,1098,598
break_down,1099,597
tomorrow\u002c,1100,594
young,1101,594
Bentley,1102,594
main,1103,594
get_a_line,1104,594
get_wind,1105,594
XXL,1106,594
keep_an_eye_on,1107,593
celebrate,1108,592
march,1109,592
aim,1110,592
allow,1111,592
third,1112,592
give_out,1113,592
White,1114,591
urban_center,1115,591
Black,1116,591
five,1117,591
William_Curtis,1118,590
recollect,1119,590
holiday,1120,590
Ca,1121,589
Google+,1122,588
Edward_Jenner,1123,588
IBM,1124,588
hotel,1125,588
St,1126,588
26,1127,588
ok,1128,587
cash_in_one's_chips,1129,586
masses,1130,586
Disneyland,1131,586
set_about,1132,585
were,1133,583
stick,1134,582
elbow_room,1135,581
God,1136,581
start_out,1137,580
watch_out,1138,579
U,1139,579
belong,1140,579
Lady,1141,579
cover,1142,579
hr,1143,579
go_bad,1144,578
opine,1145,577
multitude,1146,577
begin,1147,577
UFC,1148,576
By,1149,576
enjoy,1150,576
Mariah,1151,576
ben,1152,576
raw,1153,576
things,1154,575
winnings,1155,573
job,1156,573
flick,1157,572
add_up,1158,572
put,1159,572
the_great_unwashed,1160,570
sorry,1161,570
tickets,1162,570
snuff_it,1163,567
buy_the_farm,1164,567
spot,1165,567
crazy,1166,566
Gon,1167,564
Carey,1168,564
ya,1169,564
escort,1170,563
bid,1171,562
jazz,1172,561
perish,1173,561
look_on,1174,560
report,1175,560
fancy,1176,560
convey,1177,559
himself,1178,558
29th,1179,558
others,1180,558
hoi_polloi,1181,557
commence,1182,556
promise,1183,555
waitress,1184,555
have_it_away,1185,555
D,1186,554
goal,1187,554
Is,1188,553
Cobain,1189,552
etc,1190,552
Brady,1191,551
solo,1192,550
give-up_the_ghost,1193,550
expire,1194,549
homo,1195,547
official,1196,547
band,1197,547
hold_off,1198,546
have_a_go_at_it,1199,546
Fleetwood,1200,546
Where,1201,546
His,1202,546
interpret,1203,545
festival,1204,544
citizenry,1205,543
Israel,1206,542
hump,1207,541
examine,1208,541
Brother,1209,541
public,1210,540
get_it_on,1211,540
he\u2019s,1212,540
blend,1213,540
worth,1214,540
hey,1215,540
afternoon,1216,539
issue_forth,1217,539
dog,1218,538
kick_the_bucket,1219,538
Hogan,1220,538
control,1221,537
devotee,1222,537
Halloween,1223,536
pop_off,1224,536
be_intimate,1225,535
sign,1226,535
Jay-Z,1227,534
charge,1228,534
count,1229,534
NOT,1230,534
Remember,1231,534
motion_picture,1232,533
schedule,1233,533
England,1234,532
plan,1235,531
fine,1236,530
eff,1237,530
rifle,1238,530
star,1239,529
have_sex,1240,529
use,1241,529
28,1242,528
run_low,1243,528
27,1244,528
blend_in,1245,528
moving_picture,1246,528
Kpop,1247,528
playing,1248,527
left,1249,526
vex,1250,526
plump,1251,526
grease_one's_palms,1252,526
expend,1253,526
strike,1254,526
take_on,1255,526
teen,1256,525
interview,1257,525
Murray,1258,524
b,1259,523
Liam,1260,522
Knicks,1261,522
moving-picture_show,1262,521
office,1263,521
Tho,1264,521
come_in,1265,520
sleep,1266,520
question,1267,519
atomic_number_53,1268,516
picture_show,1269,516
Reuters,1270,516
country,1271,516
strong,1272,516
Mets,1273,516
witness,1274,515
bribe,1275,515
iodine,1276,515
test,1277,515
tour,1278,515
bee,1279,514
base,1280,514
title,1281,514
entire,1282,513
Perry,1283,513
piece,1284,513
rest,1285,512
derive,1286,511
summer,1287,511
former,1288,511
31st,1289,510
release,1290,510
Samsung,1291,510
history,1292,510
22nd,1293,510
Sorry,1294,510
Thurs,1295,509
frame,1296,509
ED,1297,509
rent,1298,508
succeed,1299,508
inning,1300,508
buff,1301,508
male_child,1302,507
iodin,1303,507
green,1304,506
lover,1305,505
sit,1306,505
save,1307,505
Do,1308,505
Should,1309,504
fucking,1310,504
join,1311,504
Hope,1312,504
alone,1313,504
make_love,1314,504
Every,1315,504
Persia,1316,504
do_it,1317,504
latest,1318,503
Spanish_capital,1319,503
image,1320,503
being,1321,503
engagement,1322,503
hours,1323,501
reach,1324,501
phone,1325,501
mother,1326,500
run_into,1327,500
have_intercourse,1328,500
Johnson,1329,499
Any,1330,498
sleep_with,1331,498
ESPN,1332,498
T-Mobile,1333,498
design,1334,498
27th,1335,498
THIS,1336,498
26th,1337,498
circle,1338,498
made,1339,497
Saudi_Arabian,1340,496
possible,1341,495
giant,1342,495
word,1343,495
Brown,1344,494
sports_fan,1345,494
cerebrate,1346,493
America,1347,493
bonk,1348,493
motion-picture_show,1349,493
tally,1350,492
lie_with,1351,492
mode,1352,492
cena,1353,492
erectile_dysfunction,1354,492
Can\u2019t,1355,492
pop,1356,491
horn,1357,491
Ice,1358,490
annual,1359,490
stay,1360,490
House_of_York,1361,489
sick,1362,489
campaign,1363,488
bring_home_the_bacon,1364,487
Up,1365,487
Off,1366,487
Hopefully,1367,486
Steve,1368,486
Ted,1369,486
sleep_together,1370,485
twilight,1371,484
go_out,1372,482
okay,1373,482
return,1374,481
thought,1375,481
have_it_off,1376,481
ppl,1377,480
29,1378,480
brown,1379,480
stupid,1380,479
generate,1381,479
sky,1382,478
Top,1383,478
link,1384,477
Miami,1385,477
Windows,1386,477
video_recording,1387,477
cease,1388,477
Star,1389,477
get_laid,1390,476
heed,1391,476
Price,1392,476
Taylor,1393,475
bday,1394,474
LOL,1395,474
Really,1396,474
Nice,1397,474
dunkin,1398,474
anymore,1399,474
Calibraska,1400,474
corrupt,1401,473
model,1402,473
classic,1403,473
rooter,1404,473
stage,1405,472
run_short,1406,472
spell,1407,471
twitter,1408,471
kris,1409,470
outside,1410,469
capital_of_Spain,1411,468
mad,1412,468
search,1413,468
lmao,1414,468
online,1415,468
cogitate,1416,468
male_erecticle_dysfunction,1417,465
shoot,1418,465
Bowie,1419,465
beer,1420,464
sense,1421,463
deliver_the_goods,1422,463
trade,1423,463
Arabian_Peninsula,1424,463
grow,1425,462
MetLife,1426,462
app,1427,462
Kevin,1428,462
28th,1429,462
father,1430,462
schooltime,1431,461
carry,1432,461
school_day,1433,461
says,1434,461
nirvana,1435,460
come_through,1436,459
series,1437,459
vacation,1438,459
double,1439,458
saw,1440,458
photo,1441,458
sister,1442,458
path,1443,457
player,1444,457
I\u2019ve,1445,456
you\u2019re,1446,456
Two,1447,456
wreak,1448,456
million,1449,456
8pm,1450,456
book,1451,455
friend,1452,455
wonder,1453,454
spirit,1454,453
sport,1455,453
pull_ahead,1456,452
debate,1457,452
lease,1458,452
r,1459,451
First,1460,450
Gea,1461,450
likely,1462,450
make_for,1463,450
Very,1464,450
Tim,1465,450
trump,1466,450
regard,1467,449
detest,1468,449
Evans,1469,449
sequence,1470,449
pay_off,1471,448
getting,1472,448
fashion,1473,448
National,1474,447
X,1475,446
mike,1476,446
Republican,1477,445
glad,1478,445
Don\u2019t,1479,444
~,1480,444
YOU,1481,444
Another,1482,444
Kenny,1483,444
plus,1484,443
busy,1485,443
amazon,1486,443
obtain,1487,443
church,1488,442
admit,1489,442
direct,1490,441
power,1491,441
child,1492,440
means,1493,440
Jurassic_period,1494,440
Free,1495,440
take_the_air,1496,440
UK,1497,440
cornet,1498,439
god,1499,439
dear,1500,439
finger,1501,439
tiger,1502,439
trumpet,1503,439
Islamic_Republic_of_Iran,1504,438
cuz,1505,438
hopefully,1506,438
2013,1507,438
Cate,1508,438
An,1509,438
schooling,1510,438
posture,1511,437
saturday,1512,437
ensure,1513,437
dinner,1514,436
chirrup,1515,436
west,1516,436
speak,1517,435
surprise,1518,434
sunday,1519,433
insure,1520,433
mine,1521,432
quite,1522,432
presidential,1523,432
Blanchett,1524,432
launch,1525,431
Gandhi,1526,431
crease,1527,430
sell,1528,430
yield,1529,429
royal,1530,429
touch,1531,428
Park,1532,428
hand,1533,428
address,1534,428
movement,1535,428
trump_card,1536,428
death,1537,428
claim,1538,427
creese,1539,427
alive,1540,426
bro,1541,426
NYC,1542,426
virago,1543,426
across,1544,426
gain_ground,1545,424
come_across,1546,424
run_across,1547,423
impart,1548,423
cream,1549,423
gravel,1550,423
short,1551,422
calculate,1552,421
badness,1553,421
Apple,1554,421
human,1555,421
NBA,1556,420
get_ahead,1557,419
develop,1558,419
complete,1559,418
daily,1560,418
microphone,1561,418
hazard,1562,418
delay,1563,417
ring,1564,416
LIVE,1565,416
GOP,1566,415
atomic_number_92,1567,415
terrorist,1568,415
Miss,1569,415
talking,1570,415
original,1571,415
brother,1572,414
Modi,1573,414
composition,1574,414
Because,1575,414
IHOP,1576,414
yours,1577,414
make_headway,1578,414
uranium,1579,413
problem,1580,413
train,1581,413
station,1582,413
waiting,1583,412
four,1584,412
heard,1585,411
depend,1586,411
consequence,1587,411
heavyweight,1588,411
Io,1589,410
Great,1590,410
download,1591,410
visualise,1592,410
county,1593,410
incur,1594,409
paper,1595,409
fetch,1596,409
see_to_it,1597,409
Andy,1598,408
totally,1599,408
Trump,1600,408
shot,1601,408
TO,1602,408
town,1603,408
important,1604,408
Pretty,1605,408
parentage,1606,407
maiden,1607,407
road,1608,406
refugee,1609,406
reason,1610,405
info,1611,405
Amazon_River,1612,405
puzzle,1613,404
500,1614,404
shoal,1615,403
manner,1616,403
tix,1617,402
worse,1618,402
spend,1619,401
cant,1620,401
tom,1621,400
Mar,1622,399
schoolhouse,1623,399
U.S.,1624,399
ar,1625,399
effect,1626,399
baffle,1627,399
think_of,1628,398
uracil,1629,397
couple,1630,397
render,1631,397
guys,1632,397
Everyone,1633,396
baby-sit,1634,396
daughter,1635,396
Andre,1636,396
Brian,1637,396
card,1638,395
day_of_remembrance,1639,394
cry,1640,394
go_through,1641,394
prospect,1642,393
babe,1643,393
aid,1644,392
lovely,1645,391
harper,1646,391
shall,1647,390
found,1648,390
Kyle,1649,390
Super,1650,389
laugh,1651,389
attempt,1652,389
intelligence,1653,388
visualize,1654,388
kick,1655,388
time_of_day,1656,387
side,1657,387
happen,1658,387
hotdog,1659,387
bewilder,1660,387
ass,1661,387
recognise,1662,387
window,1663,386
Panthera_tigris,1664,386
go_steady,1665,386
price,1666,386
cat,1667,386
news_program,1668,386
installment,1669,385
assist,1670,385
wager,1671,385
young_woman,1672,385
humans,1673,385
suit,1674,385
garden,1675,385
moment,1676,384
forever,1677,384
direction,1678,384
2016,1679,384
ground,1680,384
Jim,1681,384
perplex,1682,383
amaze,1683,383
bout,1684,383
nonplus,1685,383
feeling,1686,383
dance,1687,383
Osborne,1688,383
humanity,1689,382
loss,1690,382
challenge,1691,382
tidings,1692,381
Scott,1693,381
G,1694,381
mystify,1695,381
Town,1696,380
permit,1697,380
ai,1698,380
track,1699,380
